Name,Release_Date,Genre,Cast,Duration,Country,IMDB
Passionnelle,1/1/1946,"Romance,Drama","Sylvie,RogerBlin,NicolasAmato,HenriArius,GustaveHamilton",86,France,6.5
No Grave for Us,5/26/1979,Thriller,"KoichiIwaki,RenjiIshibashi,KaiAtô,NoboruMitani,HatsuoYamaya",92,Japan,5.8
Night Boat to Dublin,4/1/1946,Thriller,"RaymondLovell,RobertNewton,GuyMiddleton,JohnRuddock,MurielPavlow",100,UnitedKingdom,6.2
"Namibia, Sanctuary of Giants",7/29/2017,"Documentary,TVMovie","HowardNightingall,JulieMcCarthy,",44,Austria,N/A
Living Still Life,7/2/2014,ScienceFiction,"ElinaLöwensohn,Jean-MarcMontmont,ClaudineDeborde,",15,"Belgium,Germany,France",7
The Country I Come From,10/19/1956,"Comedy,Fantasy","FrançoiseArnoul,ClaudeBrasseur,GilbertBécaud,AndréGabriello,JeanToulout",94,France,5.9
Dolly Deadly,8/23/2016,"Horror,Drama,Comedy","JaySosnicki,DanaNelson,JustinMoore,LawrenceMoore,CassandraSechler",82,UnitedStatesofAmerica,4.3
Caligula and Messalina,1/1/1981,"Romance,History,Drama","FannyMagier,VincentLoMonaco,VladimirBrajovic,RaulCabrera,FlorenceGuérin",111,"France,Italy",3.5
A Walk in the Sun,12/25/1945,"War,Drama","DanaAndrews,LloydBridges,RichardBenedict,GeorgeTyne,JohnIreland",117,UnitedStatesofAmerica,6.9
Rhys Darby: Mystic Time Bird,11/2/2021,Comedy,"RachelHouse,RhysDarby,",83,UnitedStatesofAmerica,6.7
Attack on Finland,11/26/2021,"Thriller,Action","JasperPääkkönen,NikaSavolainen,PerttiSveholm,CathyBelton,NannaBlondell",115,"Estonia,Finland",5.4
Lancaster,5/27/2022,Documentary,N/A,110,UnitedKingdom,7.6
The Janes,5/3/2022,Documentary,"JudithArcana,MarieLeaner,DianeStevens,EleanorOliver,HeatherBooth",101,UnitedStatesofAmerica,7.2
Remember Me,4/11/2022,"Thriller,Mystery,Horror","PenelopeRead,JeanieGold,MikeZepher,JoeEason,CarlyJolley",76,UnitedKingdom,3.4
Alone,3/5/1999,Drama,"MaríaGaliana,AnaFernández,CarlosÁlvarez-Nóvoa,JuanFernández,AntonioDechent",101,Spain,7.5
Schizoid,9/1/1980,"Horror,Mystery","KlausKinski,CraigWasson,MariannaHill,JoeRegalbuto,DonnaWilkes",89,UnitedStatesofAmerica,5
Raising the Wind,9/6/1961,Comedy,"LesliePhillips,PaulMassie,LizFraser,JenniferJayne,KennethWilliams",91,UnitedKingdom,5.9
Radioland Murders,10/21/1994,"Comedy,Drama,Crime","BrianBenben,NedBeatty,MaryStuartMasterson,ScottMichaelCampbell,MichaelLerner",108,UnitedStatesofAmerica,6.1
Pseudo,5/11/2020,"Thriller,Crime","CristianMercado,MiltonCortez,CarlaArana,LuigiAntezana,",90,Bolivia,5.8
Operation Leopard,1/9/1980,War,"GiulianoGemma,BrunoCremer,RobertEtcheverry,JacquesPerrin,MimsyFarmer",96,France,5.5
A Little Help,7/22/2010,"Comedy,Drama,Romance","KimCoates,ChrisO'Donnell,JennaFischer,SaraKapner,LesleyAnnWarren",109,UnitedStatesofAmerica,5.6
Les Parasites,1/20/1999,"Comedy,Romance,Drama","SabineBail,PascalElbé,ElieSemoun,Jean-FrançoisGallotte,EstelleSkornik",90,France,5.6
It Runs in the Family,4/25/2003,"Comedy,Family,Drama","MichaelDouglas,CameronDouglas,KirkDouglas,BernadettePeters,GeoffreyArend",109,UnitedStatesofAmerica,5.5
Intimate Affairs,4/18/2002,"Drama,Comedy","NeveCampbell,DermotMulroney,JohnLight,NickNolte,RobinTunney",108,"Germany,UnitedStatesofAmerica",4.6
How I Won the War,10/18/1967,"Comedy,War","JackHedley,JohnLennon,MichaelHordern,KarlMichaelVogler,JamesCossins",109,UnitedKingdom,5.5
Hear Me,8/28/2009,"Drama,Romance","IvyChen,EddiePeng,MichelleChen,LuoBeiAn,LinMei-hsiu",109,Taiwan,7.4
Galileo,1/27/1975,Drama,"EdwardFox,MichaelGough,CliveRevill,MargaretLeighton,ChaimTopol",145,"UnitedKingdom,UnitedStatesofAmerica",6.6
Cyclone,7/21/1978,Horror,"ArthurKennedy,MarioAlmada,CarrollBaker,LionelStander,AndrésGarcía",100,"Mexico,UnitedStatesofAmerica,Italy",4.8
Cell 213,6/10/2011,Horror,"DeborahValente,BruceGreenwood,MichaelRooker,EricBalfour,",109,Canada,4.9
Captains of the Clouds,2/12/1942,"Drama,Action,War","DennisMorgan,GeorgeTobias,BrendaMarshall,JamesCagney,PaulCavanagh",114,UnitedStatesofAmerica,6.4
The Sound Barrier,10/10/1952,"Drama,Romance,War","AnnTodd,RalphRichardson,NigelPatrick,DinahSheridan,DenholmElliott",118,UnitedKingdom,6.8
"Bon Voyage, Charlie Brown (and Don't Come Back!!)",5/30/1980,"Family,Comedy,Animation","ArrinSkelley,DanielAnderson,LauraPlanting,CaseyCarlson,BillMelendez",75,UnitedStatesofAmerica,7.2
40 Guns to Apache Pass,5/1/1967,Western,"MichaelBurns,AudieMurphy,KennethTobey,RobertBrubaker,MichaelBlodgett",95,UnitedStatesofAmerica,5.7
Above Snakes,6/6/2022,"Western,Mystery","RebecahRye,BrandonBaker,JeffreySmith,LonHannah,ShannonSinclear",78,UnitedStatesofAmerica,4.8
Lano &amp; Woodley in Lano and Woodley,10/1/2021,Comedy,"FrankWoodley,ColinLane,",51,Australia,6.2
Hidden Gems,6/4/2022,"TVMovie,Comedy,Romance","HunterKing,BeauMirchoff,BrianConnors,ElizaHayesMaher,JordanMatlock",84,UnitedStatesofAmerica,6.5
Lightyear,6/15/2022,"Adventure,Animation,Action,ScienceFiction,Family","ChrisEvans,KekePalmer,UzoAduba,PeterSohn,JamesBrolin",105,UnitedStatesofAmerica,5.9
Minions: The Rise of Gru,6/16/2022,"Family,Adventure,Animation,Comedy,Action","RussellBrand,AlanArkin,TarajiP.Henson,SteveCarell,PierreCoffin",87,"UnitedStatesofAmerica,France,Japan",6.6
The Wonderful World of the Brothers Grimm,8/7/1962,"Family,Fantasy","LaurenceHarvey,KarlheinzBöhm,ArnoldStang,BarbaraEden,ClaireBloom",135,UnitedStatesofAmerica,6.3
The Whistle Blower,11/21/1986,"Thriller,Action","JamesFox,MichaelCaine,NigelHavers,DavidLangton,FelicityDean",100,UnitedKingdom,6.1
The Heat's On,12/2/1943,Comedy,"VictorMoore,MaeWest,LesterAllen,LloydBridges,SamAsh",78,UnitedStatesofAmerica,5
The Hammer,10/26/2010,"Drama,History","RaymondJ.Barry,CourtneyHalverson,ShoshannahStern,RussellHarvard,",108,UnitedStatesofAmerica,6.9
10 Days Without Mom,7/6/2017,"Family,Comedy","DiegoPeretti,CarlaPeterson,PilarGamboa,MurielSantaAna,MarioAlarcón",99,Argentina,5.9
Scorchers,7/7/1991,"Drama,Comedy,Romance","FayeDunaway,JamesEarlJones,EmilyLloyd,JenniferTilly,DenholmElliott",88,N/A,5.6
One Year in a Life of Crime,12/1/1989,Documentary,"JonAlpert,RobertSteffey,FreddieRodriguez,",55,UnitedStatesofAmerica,7.7
Merry-Go-Round,2/2/1956,"Romance,Drama","LászlóKozák,MariTörőcsik,FlóraKádár,SándorSuka,ManyiKiss",92,Hungary,7.7
Lone Wolf Isazo,4/19/1968,"Action,Drama","YatsukoTan'ami,RaizōIchikawa,MayumiOgawa,KanekoIwasaki,ShôzôNanbu",84,Japan,7.1
Life of Crime 2,12/15/1998,Documentary,"FreddieRodriguez,DelirisVasquez,RobertSteffey,",119,UnitedStatesofAmerica,8.3
Lost Love,2/24/1978,Drama,"YoshioHarada,JunHamamura,JunFubuki,SayokoYamaguchi,EijiOkada",106,Japan,6.7
Love Rites,7/19/1987,Drama,"MathieuCarrière,MarinaPierro,JosyBernard,IsabelleTinard,",100,France,5.1
Weapons of Death,2/22/1977,Crime,"LeonardMann,IdaGalli,JeffBlynn,HenrySilva,AdolfoLastretti",87,Italy,6.4
Tortured,9/10/2008,"Crime,Thriller","KevinPollak,ColeHauser,EmmanuelleChriqui,LaurenceFishburne,JamesCromwell",107,"UnitedStatesofAmerica,Canada",5.7
The Wheeler Dealers,11/14/1963,Comedy,"JamesGarner,ChillWills,PhilHarris,JimBackus,LeeRemick",107,UnitedStatesofAmerica,6.5
The Watermelon Woman,2/7/1996,"Comedy,Drama,Romance","CherylDunye,CamillePaglia,GuinevereTurner,ValarieWalker,ToshiReagon",85,UnitedStatesofAmerica,7.1
The Song of the Cart,2/11/1959,Drama,"HarueTone,YûkoMochizuki,YoshioInaba,KôNishimura,RentarôMikuni",145,Japan,7
The President's Lady,5/21/1953,"Romance,Drama","SusanHayward,CharltonHeston,JohnMcIntire,FayBainter,GladysHurlbut",96,UnitedStatesofAmerica,6.8
The Love Lottery,1/30/1954,"Comedy,Romance","HerbertLom,AnneVernon,DavidNiven,HumphreyBogart,CharlesVictor",89,UnitedKingdom,5.4
The Locusts,10/3/1997,"Drama,Romance","VinceVaughn,JeremyDavies,JimmyRayPickens,AshleyJudd,JerryHaynes",124,UnitedStatesofAmerica,6.1
The King,1/18/2017,"Action,Crime","JoIn-sung,KimAh-joong,KimEui-sung,JungWoo-sung,BaeSeong-woo",134,SouthKorea,6.9
The Incident,11/5/1967,"Thriller,Drama,Crime","MartinSheen,TonyMusante,RubyDee,BrockPeters,BeauBridges",107,UnitedStatesofAmerica,7.6
The Hanging Tree,2/19/1959,Western,"GaryCooper,MariaSchell,KarlMalden,GeorgeC.Scott,VirginiaGregg",107,UnitedStatesofAmerica,7.1
Sound It Out,11/4/2011,Documentary,N/A,75,UnitedKingdom,7.3
Rescue in the Philippines: Refuge from the Holocaust,3/29/2013,N/A,N/A,56,UnitedStatesofAmerica,7.6
Prince of Foxes,11/11/1949,"Adventure,History,Drama","WandaHendrix,OrsonWelles,TyronePower,EverettSloane,EduardoCiannelli",107,UnitedStatesofAmerica,6.9
My Kingdom,9/8/2011,"Romance,Drama,Action","WuZun,HanGeng,YuRong-Guang,BarbieHsu,YuenBiao",95,China,5.2
Here Because of You,5/23/1964,Drama,"ShūjiSano,SonnyChiba,GenjiKawai,MasaakiSakai,ShirôAmakusa",86,Japan,5.7
Hard Rock Zombies,8/28/1985,"Comedy,Horror,Music","RichardVidan,MichaelDavidSimms,GaryFriedkin,PhilFondacaro,MariaPorter",98,UnitedStatesofAmerica,4.4
H Story,10/17/2001,Drama,"KouMachida,BéatriceDalle,NobuhiroSuwa,HiroakiUmano,MichikoYoshitake",111,Japan,6.5
Fists of Freedom: The Story of the '68 Summer Games,8/12/1999,"Documentary,History","GeorgeForeman,LyndonB.Johnson,MichaelEricDyson,JesseOwens,LievSchreiber",59,UnitedStatesofAmerica,7.3
Current,4/12/1964,Drama,"AndrásKozák,IstvánnéZsipi,AndreaDrahota,SándorCsikós,MariannaMoór",81,Hungary,7.4
Road to Mars,12/1/2017,ScienceFiction,"TessaÍa,LuisGerardoMéndez,RodrigoCorea,AndrésAlmeida,CamilaSodi",94,N/A,5.6
Cam Girl,5/22/2014,Comedy,"AntóniaLišková,AlessiaPiovan,SvevaAlviti,EnricoSilvestrin,MarcoCocci",90,Italy,3.9
Boardinghouse,1/1/1982,Horror,"AlexandraDay,Kalassu,JohnWintergate,JoelRiordan,BrianBruderlin",98,UnitedStatesofAmerica,3.7
Battle Troop,12/7/1944,War,"MasayukiMori,SusumuFujita,ChiekoHigashiyama,AkitakeKôno,DenjirôÔkôchi",95,Japan,5.3
Banksy Most Wanted,4/15/2020,Documentary,"SteveLazarides,",90,France,7
Absolute Beginners,4/4/1986,"Drama,Romance,Music","JamesFox,DavidBowie,GrahamFletcher-Cook,EveFerret,PaulRhys",108,UnitedKingdom,5.5
Night Blooms,6/7/2022,Drama,"NickStahl,JessicaClement,",98,Canada,5.6
Workhorse Queen,5/8/2021,Documentary,"BiancaDelRio,ChadMichaels,RuPaul,PatrickHolt,PandoraBoxx",88,"Australia,UnitedStatesofAmerica",7.1
The Siege of Robin Hood,6/3/2022,"Action,Adventure","PaulAllica,JohnFallon,DaveBeamish,KahliWilliams,DavidMacrae",120,Australia,2.7
Oro Arrowhead,6/6/2022,Mystery,"VanessaOre,StephenThompson,",98,UnitedStatesofAmerica,3.9
Tales from the Other Side,6/7/2022,Horror,"MichaelBroderick,VernonWells,JamesDuval,LeticiaLaBelle,BrandonThaneWilson",90,UnitedStatesofAmerica,3.2
Keeping Company,2/4/2021,"Horror,Crime,Thriller,Comedy","AhmedBharoocha,AndyBuckley,JacobGrodnik,GillianVigman,SuzanneSavoy",82,UnitedStatesofAmerica,4.8
Hustle,6/3/2022,"Drama,Comedy","AdamSandler,MaríaBotto,RobertDuvall,QueenLatifah,BenFoster",117,UnitedStatesofAmerica,7.3
Bill Burr Presents: Friends Who Kill,6/6/2022,Comedy,"JimmyCarr,MichelleWolf,DaveAttell,JessicaKirson,IanEdwards",73,UnitedStatesofAmerica,4.5
What Is a Woman?,6/1/2022,Documentary,"PhilMcGraw,JordanB.Peterson,MattWalsh,ScottNewgent,GertComfrey",95,UnitedStatesofAmerica,8.6
Unsheltered,2/23/2022,Thriller,"RavenWynn,CalebMartin,ChauntelHall,EdgarTomasLopez,RaymondLloyd",90,UnitedStatesofAmerica,3.2
Two Deaths of Henry Baker,10/22/2020,"Thriller,Crime","TonyCurran,GilBellows,SebastianPigott,JoeDinicol,SergioDiZio",94,"Canada,UnitedStatesofAmerica",4.9
The Spy Who Never Dies,2/3/2022,"Action,Comedy","PaulO'Brien,CassandraMagrath,TeressaLiane,AmirAizenstros,GeorgiaWalters",99,Australia,4.4
The Automat,9/2/2021,Documentary,"ColinPowell,RuthBaderGinsburg,MelBrooks,CarlReiner,ElliottGould",79,UnitedStatesofAmerica,7.6
Poly Styrene: I Am a Cliché,2/27/2021,"Documentary,Music","KathleenHanna,RuthNegga,ThurstonMoore,VivienneWestwood,DonLetts",89,UnitedKingdom,7.1
Offseason,3/11/2022,"Mystery,Horror","JocelinDonahue,RichardBrake,AmandaGraceBenitez,MeloraWalters,JoeSwanberg",83,UnitedStatesofAmerica,4.9
Tisza: Autumn Sketches,1/1/1963,Documentary,N/A,17,Hungary,7.4
The Whaler Boy,10/8/2020,Drama,"KristinaAsmus,AriehWorthalter,VladimirLyubimtsev,VladimirOnokhov,NikolaiTatato",93,"Poland,Russia,Belgium",6.5
Joe,7/15/1970,"Drama,Thriller,Crime","DennisPatrick,PeterBoyle,PatrickMcDermott,SusanSarandon,EstelleOmens",107,UnitedStatesofAmerica,6.8
Jesus Christ Superstar,10/16/2000,"Drama,Music","PeterGallagher,CavinCornwall,RikMayall,FrederickB.Owens,MichaelShaeffer",107,UnitedKingdom,7.2
I've Heard the Mermaids Singing,9/11/1987,"Drama,Comedy","SheilaMcCarthy,RichardMonette,Ann-MarieMacDonald,PauleBaillargeon,PatriciaRozema",81,Canada,6.7
Hospital Massacre,10/16/1981,"Horror,Thriller","BarbiBenton,CharlesLucia,DenSurles,KarenSmith,JonVanNess",89,UnitedStatesofAmerica,4.9
Dark House,3/14/2014,"Horror,Thriller","TobinBell,ZackWard,LukeKleintank,Lesley-AnneDown,AlexMcKenna",102,UnitedStatesofAmerica,4.7
Beware: Children at Play,1/1/1989,Horror,"HerbKlinger,AnnieGrindlay,LoriRomero,MichaelRobertson,RobinLilly",94,UnitedStatesofAmerica,4
Farewell,8/25/1930,"Drama,Comedy","BrigitteHorney,VladimirSokoloff,ErwinSplettstößer,ErwinBootz,EmiliaUnda",80,Germany,6.8
14 That Night,12/24/2016,"Family,Romance,Comedy,Drama","MariHamada,KenMitsuishi,MugiKadowaki,MasatoWada,YuzuAoki",114,Japan,5.9
The Man From Toronto,6/24/2022,"Action,Comedy","KevinHart,WoodyHarrelson,KaleyCuoco,LelaLoren,PiersonFode",110,UnitedStatesofAmerica,5.8
18½,5/27/2022,"Comedy,Thriller,Drama","WillaFitzgerald,JohnMagaro,RichardKind,BruceCampbell,JonCryer",89,UnitedStatesofAmerica,5
Zombies of Mora Tau,3/1/1957,"Fantasy,Adventure,Horror","GreggPalmer,AutumnRussell,MarjorieEaton,AllisonHayes,MorrisAnkrum",70,UnitedStatesofAmerica,5.1
Woman in the Dark,11/8/1934,"Drama,Crime","RoscoeAtes,FayWray,MelvynDouglas,RalphBellamy,FrankOtto",68,UnitedStatesofAmerica,5.9
Wife of a Spy,10/16/2020,"Drama,War","YūAoi,IsseyTakahashi,MasahiroHigashide,YuriTsunematsu,BandoRyota",114,Japan,6.6
Whirlybird,8/6/2021,Documentary,"MarikaGerrard,ZoeyTur,",103,UnitedStatesofAmerica,7
Where Are We? Our Trip Through America,7/30/1993,Documentary,N/A,73,UnitedStatesofAmerica,6.6
Wake of the Red Witch,12/30/1948,"Action,Drama","JohnWayne,EduardFranz,AdeleMara,GailRussell,GigYoung",106,UnitedStatesofAmerica,6.5
Vendetta,11/8/2013,"Thriller,Action","SimonaBrhlikova,DannyDyer,RoxanneMcKee,BrucePayne,JosefAltin",102,UnitedKingdom,5.8
Thomasine &amp; Bushrod,4/10/1974,"Action,Crime,Drama,Western","GlynnTurman,GeorgeMurdock,JuanitaMoore,VonettaMcGee,MaxJulien",95,UnitedStatesofAmerica,5.9
The Werewolf,7/1/1956,"Horror,ScienceFiction","KenChristy,StevenRitch,JoyceHolden,GeorgeLynn,HarryLauter",79,UnitedStatesofAmerica,5.9
The Teckman Mystery,10/27/1954,Mystery,"JohnJustin,RaymondHuntley,DuncanLamont,MargaretLeighton,RolandCulver",90,UnitedKingdom,6.3
The Taint,10/8/2011,"Comedy,Action,Horror","ColleenWalsh,CodyCrenshaw,DrewBolduc,KennethHall,GabriellaHerzberg",75,UnitedStatesofAmerica,5.1
The Old-Fashioned Way,7/13/1934,Comedy,"W.C.Fields,OscarApfel,JudithAllen,TammanyYoung,LonaAndre",71,UnitedStatesofAmerica,7.4
The Night Visitor,2/10/1971,"Crime,Horror,Thriller","RupertDavies,AndrewKeir,MaxvonSydow,TrevorHoward,LivUllmann",106,"Denmark,Sweden",6.6
The Killer Is Still Among Us,2/7/1986,"Mystery,Thriller,Horror","MariangelaD'Abbraccio,GiovanniVisentin,LuigiMezzanotte,RiccardoParisioPerrotti,FrancoAdducci",83,Italy,5.2
L'indic,4/6/1983,Crime,"DanielAuteuil,ThierryLhermitte,PascaleRocard,MichelBeaune,Jean-LouisAirola",95,France,5.3
The Blood Spattered Bride,9/30/1972,"Drama,Horror,Thriller","SimónAndreu,DeanSelmier,MaribelMartín,MontserratJulió,AlexandraBastedo",96,Spain,6.1
The Black Windmill,5/17/1974,"Action,Thriller,Crime","DonaldPleasence,JohnVernon,DelphineSeyrig,MichaelCaine,CliveRevill",106,UnitedKingdom,6.3
The American Sector,2/21/2020,Documentary,N/A,69,UnitedStatesofAmerica,7
The Accused,1/14/1949,"Drama,Thriller","WendellCorey,GeorgeSpaulding,LorettaYoung,RobertCummings,MickeyKnox",101,UnitedStatesofAmerica,6.8
Talons of the Eagle,11/6/1992,Action,"JalalMerhi,MatthiasHues,BillyBlanks,JamesHong,PriscillaBarnes",90,Canada,4.9
Surfwise,1/1/2007,Documentary,N/A,93,N/A,7.2
"Signed, Sealed, Delivered: One in a Million",7/24/2016,"TVMovie,Romance","EricMabius,CrystalLowe,KristinBooth,NolanGerardFunk,EmilieUllerup",84,UnitedStatesofAmerica,7.4
Siblings of the Cape,7/12/2019,Drama,"KenjiIwatani,MasayasuKitayama,MisaWada,YûyaMatsuura,YukiKazamatsuri",89,N/A,6.7
She's Lost Control,2/9/2014,Drama,"BrookeBloom,MarcMenchaca,DennisBoutsikaris,TobiasSegal,LailaRobins",90,UnitedStatesofAmerica,5.2
Shakedown,9/1/1950,"Crime,Drama,Thriller","HowardDuff,BrianDonlevy,PeggyDow,BruceBennett,AnneVernon",80,UnitedStatesofAmerica,7
San Demetrio London,12/7/1943,"Action,War,Drama","FrederickPiper,NevilleMapp,BarryLetts,RalphMichael,WalterFitzgerald",104,UnitedKingdom,6.7
Now and Forever,8/31/1934,"Romance,Drama","GaryCooper,ShirleyTemple,GuyStanding,CaroleLombard,GilbertEmery",81,UnitedStatesofAmerica,6.5
Night Has a Thousand Eyes,10/13/1948,"Thriller,Drama","EdwardG.Robinson,VirginiaBruce,OnslowStevens,GailRussell,WilliamDemarest",81,UnitedStatesofAmerica,7
National Velvet,1/26/1945,"Drama,Family","MickeyRooney,DonaldCrisp,JuanitaQuigley,ElizabethTaylor,AnneRevere",123,UnitedStatesofAmerica,7.3
Utamaro and His Five Women,12/17/1946,Drama,"KinuyoTanaka,KōtarōBandō,HirokoKawasaki,KyôkoKusajima,ToshikoIizuka",94,Japan,7
Man in the Saddle,12/2/1951,Western,"JoanLeslie,AlexanderKnox,FrankSully,RandolphScott,AlfonsoBedoya",87,UnitedStatesofAmerica,6.2
Lullaby of Broadway,3/26/1951,"Comedy,Romance,Music","GladysGeorge,DorisDay,BillyDeWolfe,GeneNelson,S.Z.Sakall",92,UnitedStatesofAmerica,6.7
Ladies They Talk About,2/4/1933,"Crime,Drama,Romance","BarbaraStanwyck,LyleTalbot,PrestonFoster,CecilCunningham,DorothyBurgess",69,UnitedStatesofAmerica,6.6
Gold for Dogs,6/30/2021,Drama,"RomainGuillermic,CaroleFranck,CorentinFila,AnaNeborac,TallulahCassavetti",99,France,5.6
The Flying Scot,11/1/1957,"Drama,Thriller,Crime","LeePatterson,MarkBaker,GeraldCase,JohnLee,AlanGifford",70,UnitedKingdom,6.3
Fear Me Not,12/19/2008,"Drama,Thriller","EmmaSehestedHøeg,UlrichThomsen,PaprikaSteen,LarsBrygmann,StineStengade",95,Denmark,6.3
"Faster, Faster",3/25/1981,"Drama,Crime","AndréFalcon,YvesBarsacq,YvesArcanel,AlainDoutey,BertaSocuellamosZarco",99,"France,Spain",6.9
Creature with the Atom Brain,7/1/1955,"Horror,Crime,ScienceFiction","RichardDenning,MichaelGranger,GregoryGaye,S.JohnLauner,PierreWatkin",69,UnitedStatesofAmerica,5.5
Captain Apache,10/27/1971,"Western,Action","CarrollBaker,LeeVanCleef,StuartWhitman,PercyHerbert,ElisaMontés",94,"UnitedKingdom,Spain",4.6
An Ode to Yakuza,7/11/1970,"Crime,Action","NaokoÔtani,YoshiKatô,MichikoAraki,ShintarōKatsu,YûsukeKawazu",94,Japan,6.6
All Stars,5/1/2013,"Comedy,Family","KevinBishop,AshleyJensen,AshleyWalters,TheoStevenson,FleurHoudijk",106,UnitedKingdom,4.8
Hollywood Stargirl,6/3/2022,"Music,Romance,Comedy,Drama","TyrelJacksonWilliams,GraceVanderWaal,JudyGreer,UmaThurman,JuddHirsch",105,UnitedStatesofAmerica,5.7
The Overnight,6/3/2022,Horror,"ZebedeeRow,BrittanyClark,JustinL.Wilson,RichardMillen,RhodaMessemer",90,UnitedStatesofAmerica,2.4
Fire Island,6/3/2022,"Comedy,Romance","BowenYang,JoelKimBooster,JamesScully,TorianMiller,MargaretCho",105,UnitedStatesofAmerica,6.7
Double Threat,6/3/2022,"Comedy,Action,Adventure","DawnOlivieri,DanielleC.Ryan,MatthewLawrence,KevinJoy,",91,UnitedStatesofAmerica,4.5
White Elephant,6/3/2022,"Thriller,Action","LorenzoAntonucci,OlgaKurylenko,JohnMalkovich,SkiCarr,BruceWillis",89,UnitedStatesofAmerica,4.4
Wolf Hound,6/3/2022,"War,Action","JamesMaslow,JohnTurk,MichaelWayneFoster,TaylorNovak,TrevorDonovan",127,UnitedStatesofAmerica,3.8
Unhuman,6/3/2022,"Comedy,Horror","BenjaminWadsworth,DrewScheid,C.J.LeBlanc,LoGraham,BlakeBurt",87,UnitedStatesofAmerica,4.2
Dashcam,6/3/2022,"Thriller,Horror","JemmaMoore,JamesSwanton,AngelaEnahoro,AnnieHardy,CarolineWard",77,"UnitedKingdom,UnitedStatesofAmerica",4.8
City of Queens,9/11/2020,Documentary,"ShazBlakefield,CarmanBourn,JohnnyBones,TommyHibbitts,DanMcbride",84,UnitedKingdom,5
Promises,11/19/2021,Drama,"KellyReilly,JeanReno,PierfrancescoFavino,GaiaScodellaro,GinnieWatson",113,Italy,5.3
My Dead Dad,10/7/2021,"Comedy,Drama","PedroCorrea,SimonRex,RaymondCruz,BoobooStewart,CourtneyDietz",93,UnitedStatesofAmerica,5.5
Nice View,2/1/2022,"Comedy,Drama,Family","JacksonYee,ZhangYu,TianYu,QiXi,GongJinguo",106,China,6.7
Polyamory for Dummies,5/21/2021,"Comedy,Romance","LolaRodríguez,ToniAcosta,MaríaPedraza,KarraElejalde,QuimÀvilaConde",97,"Spain,France",4.1
Spiderhead,6/17/2022,"ScienceFiction,Thriller","JurneeSmollett-Bell,ChrisHemsworth,MilesTeller,TessHaubrich,BeBeBettencourt",107,UnitedStatesofAmerica,5.4
Crimes of the Future,5/25/2022,"ScienceFiction,Horror,Drama","ScottSpeedman,KristenStewart,WelketBungué,TanayaBeatty,LéaSeydoux",107,"France,Canada,UnitedKingdom,Greece",5.9
Elvis,6/22/2022,"Music,Drama,History","DacreMontgomery,AustinButler,KelvinHarrisonJr.,TomHanks,OliviaDeJonge",159,"UnitedStatesofAmerica,Australia",7.6
The Black Phone,5/29/2022,"Thriller,Horror","EthanHawke,MadeleineMcGraw,JeremyDavies,E.RogerMitchell,JamesRansone",102,UnitedStatesofAmerica,7
Three Thousand Years of Longing,8/24/2022,"Fantasy,Drama,Romance","TildaSwinton,EceYüksel,IdrisElba,ZerrinTekindor,AngieTricker",108,"Australia,UnitedKingdom,UnitedStatesofAmerica",6.8
Monte Walsh,10/2/1970,Western,"LeeMarvin,JeanneMoreau,MitchellRyan,JohnHudkins,JimDavis",99,UnitedStatesofAmerica,7
Monster from Green Hell,5/17/1957,ScienceFiction,"JimDavis,JoelFluellen,RobertGriffin,EduardoCiannelli,VladimirSokoloff",71,UnitedStatesofAmerica,3.6
Message from Space,4/29/1978,"Action,ScienceFiction,Adventure","PhilipCasnoff,VicMorrow,HiroyukiSanada,SonnyChiba,MakotoSatō",105,Japan,4.8
Love and Death on Long Island,1/1/1997,"Drama,Romance","JohnHurt,SheilaHancock,FionaLoewi,MauryChaykin,GawnGrainger",93,"Canada,UnitedKingdom",6.9
Love After Love,10/22/2021,Drama,"MaSichun,FanWei,FeihongYu,JanineChang,KarlinaZhang",144,China,5.7
Letters from a Killer,8/21/1998,"Drama,Thriller,Mystery","ThomVernon,RayeHollitt,OliviaBirkelund,TinaLifford,KimMyers",100,"UnitedStatesofAmerica,UnitedKingdom",5.4
Left Right and Centre,6/23/1959,"Romance,Comedy","LeslieDwyer,GeorgeBenson,JackHedley,IanCarmichael,WilliamKendall",95,UnitedKingdom,6.3
Jigsaw,8/21/1962,"Mystery,Drama,Crime","JackWarner,MichaelGoodliffe,BrianOulton,JohnLeMesurier,GeoffreyBayldon",107,UnitedKingdom,7.1
Hiruko the Goblin,5/11/1991,"Horror,Fantasy,Comedy","NaotoTakenaka,KimikoYo,KenMitsuishi,KenjiSawada,HideoMurota",90,Japan,6
Grandma and Her Ghosts,4/13/1998,"Animation,Fantasy,Comedy","WenYing,HsuChieh-Hui,",80,Taiwan,7.5
Flying Down to Rio,12/22/1933,"Music,Comedy,Romance","GingerRogers,GeneRaymond,DoloresdelRío,WalterWalker,DonBarry",89,UnitedStatesofAmerica,6.6
Cross My Heart,12/13/1987,"Romance,Comedy","AnnetteO'Toole,MartinShort,LeeArenberg,PaulReiser,JoannaKerns",90,UnitedStatesofAmerica,5.7
Crazy,3/2/2008,"Music,Romance,Drama","AmandaTepe,KatharineMcPhee,AbdulSalaamElRazzac,ScottWorkman,NicoleSteinwedell",106,UnitedStatesofAmerica,6.4
When a City Rises,4/23/2021,Documentary,N/A,100,"HongKong,UnitedKingdom",6.8
